委托单位编码,委托单位名称,单据编号,单据类型,交易类型,币种,金额,优先级,超期状态,单据日期,任务类型,工作组,处理人,作业状态,入池时间,入组时间,提取时间,通过时间,是否全电发票,收单状态,实物状态,共享中心,服务目录,自动审批状态,任务量
A03,示例集团·丙公司,AP-2026-000739,应付发票,应付付款单（服务费）,人民币,1110766.18,,--,2026-06-10,FSSC审核岗,应付成本组,审核员02,审核通过,2026-04-10 13:40:15,2026-04-10 13:42:15,2026-04-10 13:45:29,2026-04-10 16:01:15,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000739,应付发票,应付付款单（服务费）,人民币,236894.38,,--,2026-06-10,FSSC审核岗,应付成本组,审核员02,审核通过,2026-04-10 13:40:15,2026-04-10 13:42:15,2026-04-10 13:45:14,2026-04-10 16:13:15,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A01,示例集团·甲公司,AP-2026-000740,应付发票,应付付款单（服务费）,人民币,38015.15,,--,2026-04-19,FSSC审核岗,应付成本组,审核员02,审核通过,2026-04-17 17:42:14,2026-04-17 17:42:57,2026-04-17 17:49:13,2026-04-17 20:36:57,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A01,示例集团·甲公司,AP-2026-000740,应付发票,应付付款单（服务费）,人民币,350151.52,,--,2026-04-19,FSSC审核岗,应付成本组,审核员02,审核通过,2026-04-17 17:42:14,2026-04-17 17:42:57,2026-04-17 17:48:18,2026-04-17 21:09:57,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A01,示例集团·甲公司,AP-2026-000740,应付发票,应付付款单（服务费）,人民币,214478.26,,--,2026-04-19,FSSC审核岗,应付成本组,审核员02,审核通过,2026-04-17 17:42:14,2026-04-17 17:42:57,2026-04-17 17:48:50,2026-04-17 21:15:57,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000741,通用报销单,其他专项付款单,人民币,30389.52,,--,2026-01-07,FSSC审核岗,应付成本组,审核员02,审核通过,2026-01-20 10:09:41,2026-01-20 10:11:33,2026-01-20 10:11:59,2026-01-20 11:51:33,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A02,示例集团·乙公司,AP-2026-000741,通用报销单,其他专项付款单,人民币,26515.52,,--,2026-01-07,FSSC审核岗,应付成本组,审核员02,审核通过,2026-01-20 10:09:41,2026-01-20 10:11:33,2026-01-20 10:11:03,2026-01-20 10:43:33,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A04,示例集团·丁公司,AP-2026-000742,付款单,应付付款单（材料采购）,人民币,47292.03,,--,2026-04-25,FSSC审核岗,应付成本组,审核员03,审核通过,2026-04-13 14:50:10,2026-04-13 14:51:11,2026-04-13 14:55:53,2026-04-13 18:19:11,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A17,示例集团·子公司庚,AP-2026-000743,通用报销单,应付确认单（物料类）,人民币,13750.24,,--,2026-01-23,FSSC审核岗,应付成本组,审核员06,审核通过,2026-05-18 15:32:35,2026-05-18 15:33:08,2026-05-18 15:37:08,2026-05-18 19:40:08,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A12,示例集团·子公司乙,AP-2026-000744,付款单,应付付款单（服务费）,人民币,38750.2,,--,2026-06-14,FSSC审核岗,应付成本组,审核员03,审核通过,2026-02-07 14:24:11,2026-02-07 14:25:47,2026-02-07 14:29:05,2026-02-07 16:04:47,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A12,示例集团·子公司乙,AP-2026-000744,付款单,应付付款单（服务费）,人民币,118356.21,,--,2026-06-14,FSSC审核岗,应付成本组,审核员03,审核通过,2026-02-07 14:24:11,2026-02-07 14:25:47,2026-02-07 14:27:16,2026-02-07 14:49:47,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000745,通用报销单,应付付款单（材料采购）,人民币,256250.35,,--,2026-06-17,FSSC审核岗,应付成本组,审核员07,审核通过,2026-03-02 18:18:12,2026-03-02 18:19:03,2026-03-02 18:24:02,2026-03-02 19:15:03,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000745,通用报销单,应付付款单（材料采购）,人民币,35228.37,,--,2026-06-17,FSSC审核岗,应付成本组,审核员07,审核通过,2026-03-02 18:18:12,2026-03-02 18:19:03,2026-03-02 18:20:05,2026-03-02 18:57:03,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000745,通用报销单,应付付款单（材料采购）,人民币,418231.01,,--,2026-06-17,FSSC审核岗,应付成本组,审核员07,审核通过,2026-03-02 18:18:12,2026-03-02 18:19:03,2026-03-02 18:21:35,2026-03-02 20:02:03,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000747,付款单,通用报销单（费用报销）,人民币,148768.64,,--,2026-01-21,FSSC审核岗,应付成本组,审核员01,审核通过,2026-02-04 16:18:07,2026-02-04 16:19:31,2026-02-04 16:24:16,2026-02-04 19:35:31,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A08,示例集团·辛公司,AP-2026-000749,通用报销单,通用报销单（费用报销）,人民币,158564.1,,--,2026-03-27,FSSC审核岗,应付成本组,审核员05,审核驳回,2026-05-18 13:07:51,2026-05-18 13:09:04,2026-05-18 13:14:03,--,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A08,示例集团·辛公司,AP-2026-000749,通用报销单,通用报销单（费用报销）,人民币,16537.46,,--,2026-03-27,FSSC审核岗,应付成本组,审核员05,审核驳回,2026-05-18 13:07:51,2026-05-18 13:09:04,2026-05-18 13:09:53,--,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A08,示例集团·辛公司,AP-2026-000749,通用报销单,通用报销单（费用报销）,人民币,752280.33,,--,2026-03-27,FSSC审核岗,应付成本组,审核员05,审核驳回,2026-05-18 13:07:51,2026-05-18 13:09:04,2026-05-18 13:09:42,--,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000751,付款单,应付确认单（物料类）,人民币,129924.69,,--,2026-04-19,FSSC审核岗,应付成本组,审核员02,审核通过,2026-04-27 11:18:09,2026-04-27 11:18:32,2026-04-27 11:24:09,2026-04-27 12:48:32,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000751,付款单,应付确认单（物料类）,人民币,37581.44,,--,2026-04-19,FSSC审核岗,应付成本组,审核员02,审核通过,2026-04-27 11:18:09,2026-04-27 11:18:32,2026-04-27 11:22:14,2026-04-27 14:25:32,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000752,付款单,应付付款单（材料采购）,人民币,29355.52,,--,2026-06-21,FSSC审核岗,应付成本组,审核员04,审核通过,2026-01-02 17:24:44,2026-01-02 17:25:57,2026-01-02 17:28:48,2026-01-02 19:11:57,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000752,付款单,应付付款单（材料采购）,人民币,38768.64,,--,2026-06-21,FSSC审核岗,应付成本组,审核员04,审核通过,2026-01-02 17:24:44,2026-01-02 17:25:57,2026-01-02 17:30:58,2026-01-02 19:53:57,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A06,示例集团·己公司,AP-2026-000753,付款单,应付付款单（材料采购）,人民币,14390.56,,--,2026-03-17,FSSC审核岗,应付成本组,审核员02,审核通过,2026-03-07 15:17:02,2026-03-07 15:17:17,2026-03-07 15:17:43,2026-03-07 18:03:17,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A06,示例集团·己公司,AP-2026-000753,付款单,应付付款单（材料采购）,人民币,238857.1,,--,2026-03-17,FSSC审核岗,应付成本组,审核员02,审核通过,2026-03-07 15:17:02,2026-03-07 15:17:17,2026-03-07 15:18:18,2026-03-07 18:33:17,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000754,通用报销单,应付付款单（差旅费）,人民币,16609.15,,--,2026-01-02,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-21 13:55:58,2026-01-21 13:56:19,2026-01-21 13:58:32,2026-01-21 16:15:19,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000755,通用报销单,应付付款单（差旅费）,人民币,89837.23,,--,2026-01-01,FSSC审核岗,应付成本组,审核员02,审核通过,2026-04-15 17:37:12,2026-04-15 17:38:46,2026-04-15 17:45:40,2026-04-15 21:09:46,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000755,通用报销单,应付付款单（差旅费）,人民币,31892.17,,--,2026-01-01,FSSC审核岗,应付成本组,审核员02,审核通过,2026-04-15 17:37:12,2026-04-15 17:38:46,2026-04-15 17:45:56,2026-04-15 21:02:46,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A08,示例集团·辛公司,AP-2026-000756,付款单,应付付款单（差旅费）,人民币,153141.11,,--,2026-03-08,FSSC审核岗,应付成本组,审核员07,审核通过,2026-01-17 09:27:17,2026-01-17 09:27:52,2026-01-17 09:30:50,2026-01-17 13:49:52,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000757,应付发票,通用报销单（费用报销）,人民币,185236.14,,--,2026-02-05,FSSC审核岗,应付成本组,审核员06,审核通过,2026-01-02 09:20:40,2026-01-02 09:20:59,2026-01-02 09:23:46,2026-01-02 11:17:59,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000757,应付发票,通用报销单（费用报销）,人民币,24307.32,,--,2026-02-05,FSSC审核岗,应付成本组,审核员06,审核通过,2026-01-02 09:20:40,2026-01-02 09:20:59,2026-01-02 09:30:08,2026-01-02 11:04:59,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000757,应付发票,通用报销单（费用报销）,人民币,57101.0,,--,2026-02-05,FSSC审核岗,应付成本组,审核员06,审核通过,2026-01-02 09:20:40,2026-01-02 09:20:59,2026-01-02 09:23:13,2026-01-02 11:56:59,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A06,示例集团·己公司,AP-2026-000760,通用报销单,通用报销单（费用报销）,人民币,7936.69,,--,2026-04-19,FSSC审核岗,应付成本组,审核员05,审核通过,2026-05-20 10:49:39,2026-05-20 10:50:26,2026-05-20 10:59:32,2026-05-20 13:55:26,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A06,示例集团·己公司,AP-2026-000760,通用报销单,通用报销单（费用报销）,人民币,647426.43,,--,2026-04-19,FSSC审核岗,应付成本组,审核员05,审核通过,2026-05-20 10:49:39,2026-05-20 10:50:26,2026-05-20 10:53:44,2026-05-20 13:04:26,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A06,示例集团·己公司,AP-2026-000760,通用报销单,通用报销单（费用报销）,人民币,267053.52,,--,2026-04-19,FSSC审核岗,应付成本组,审核员05,审核通过,2026-05-20 10:49:39,2026-05-20 10:50:26,2026-05-20 10:55:03,2026-05-20 13:45:26,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000761,付款单,通用报销单（费用报销）,人民币,8486.62,,--,2026-02-21,FSSC审核岗,应付成本组,审核员03,审核通过,2026-05-10 12:25:36,2026-05-10 12:26:38,2026-05-10 12:31:13,2026-05-10 14:28:38,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000761,付款单,通用报销单（费用报销）,人民币,17788.97,,--,2026-02-21,FSSC审核岗,应付成本组,审核员03,审核通过,2026-05-10 12:25:36,2026-05-10 12:26:38,2026-05-10 12:28:08,2026-05-10 14:21:38,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000761,付款单,通用报销单（费用报销）,人民币,49575.61,,--,2026-02-21,FSSC审核岗,应付成本组,审核员03,审核通过,2026-05-10 12:25:36,2026-05-10 12:26:38,2026-05-10 12:27:48,2026-05-10 12:45:38,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A12,示例集团·子公司乙,AP-2026-000762,付款单,应付付款单（差旅费）,人民币,63212.98,,--,2026-05-22,FSSC审核岗,应付成本组,审核员01,审核通过,2026-04-28 14:51:52,2026-04-28 14:52:13,2026-04-28 14:57:26,2026-04-28 17:29:13,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A12,示例集团·子公司乙,AP-2026-000762,付款单,应付付款单（差旅费）,人民币,22914.57,,--,2026-05-22,FSSC审核岗,应付成本组,审核员01,审核通过,2026-04-28 14:51:52,2026-04-28 14:52:13,2026-04-28 14:59:15,2026-04-28 16:46:13,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000763,付款单,应付确认单（物料类）,人民币,12053.38,,--,2026-06-24,FSSC审核岗,应付成本组,审核员03,审核通过,2026-01-26 20:59:01,2026-01-26 20:59:49,2026-01-26 21:02:53,2026-01-27 00:29:49,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000763,付款单,应付确认单（物料类）,人民币,104093.4,,--,2026-06-24,FSSC审核岗,应付成本组,审核员03,审核通过,2026-01-26 20:59:01,2026-01-26 20:59:49,2026-01-26 21:00:40,2026-01-27 00:59:49,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A19,示例集团·子公司壬,AP-2026-000764,通用报销单,应付付款单（差旅费）,人民币,683702.57,,--,2026-02-22,FSSC审核岗,应付成本组,审核员03,审核通过,2026-02-11 19:37:29,2026-02-11 19:38:35,2026-02-11 19:41:43,2026-02-11 22:30:35,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A01,示例集团·甲公司,AP-2026-000765,应付发票,应付付款单（差旅费）,人民币,64636.31,,--,2026-04-20,FSSC审核岗,应付成本组,审核员03,审核通过,2026-02-14 13:44:08,2026-02-14 13:45:53,2026-02-14 13:52:53,2026-02-14 14:44:53,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A01,示例集团·甲公司,AP-2026-000765,应付发票,应付付款单（差旅费）,人民币,39799.23,,--,2026-04-20,FSSC审核岗,应付成本组,审核员03,审核通过,2026-02-14 13:44:08,2026-02-14 13:45:53,2026-02-14 13:47:03,2026-02-14 14:23:53,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A01,示例集团·甲公司,AP-2026-000765,应付发票,应付付款单（差旅费）,人民币,34352.32,,--,2026-04-20,FSSC审核岗,应付成本组,审核员03,审核通过,2026-02-14 13:44:08,2026-02-14 13:45:53,2026-02-14 13:45:13,2026-02-14 15:37:53,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000766,通用报销单,其他专项付款单,人民币,12894.9,,--,2026-03-12,FSSC审核岗,应付成本组,审核员05,审核通过,2026-04-24 14:15:17,2026-04-24 14:16:26,2026-04-24 14:19:52,2026-04-24 16:08:26,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A03,示例集团·丙公司,AP-2026-000766,通用报销单,其他专项付款单,人民币,23370.3,,--,2026-03-12,FSSC审核岗,应付成本组,审核员05,审核通过,2026-04-24 14:15:17,2026-04-24 14:16:26,2026-04-24 14:15:53,2026-04-24 14:45:26,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A03,示例集团·丙公司,AP-2026-000767,付款单,应付付款单（服务费）,人民币,293770.91,,--,2026-06-27,FSSC审核岗,应付成本组,审核员05,审核通过,2026-04-19 15:02:25,2026-04-19 15:03:13,2026-04-19 15:04:12,2026-04-19 16:19:13,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000767,付款单,应付付款单（服务费）,人民币,3297.14,,--,2026-06-27,FSSC审核岗,应付成本组,审核员05,审核通过,2026-04-19 15:02:25,2026-04-19 15:03:13,2026-04-19 15:02:54,2026-04-19 15:45:13,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000767,付款单,应付付款单（服务费）,人民币,66048.5,,--,2026-06-27,FSSC审核岗,应付成本组,审核员05,审核通过,2026-04-19 15:02:25,2026-04-19 15:03:13,2026-04-19 15:09:42,2026-04-19 15:52:13,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000768,应付发票,应付付款单（差旅费）,人民币,62263.87,,--,2026-03-13,FSSC审核岗,应付成本组,审核员03,审核通过,2026-01-09 19:42:44,2026-01-09 19:42:55,2026-01-09 19:44:28,2026-01-09 23:00:55,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000768,应付发票,应付付款单（差旅费）,人民币,70668.77,,--,2026-03-13,FSSC审核岗,应付成本组,审核员03,审核通过,2026-01-09 19:42:44,2026-01-09 19:42:55,2026-01-09 19:43:32,2026-01-09 23:31:55,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A07,示例集团·庚公司,AP-2026-000771,应付发票,应付付款单（材料采购）,人民币,165774.68,,--,2026-03-15,FSSC审核岗,应付成本组,审核员05,审核驳回,2026-03-20 13:34:55,2026-03-20 13:36:55,2026-03-20 13:39:23,--,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A07,示例集团·庚公司,AP-2026-000775,通用报销单,通用报销单（费用报销）,人民币,65226.8,,--,2026-01-21,FSSC审核岗,应付成本组,审核员05,审核通过,2026-05-17 16:34:40,2026-05-17 16:36:30,2026-05-17 16:35:54,2026-05-17 19:15:30,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A07,示例集团·庚公司,AP-2026-000775,通用报销单,通用报销单（费用报销）,人民币,31712.2,,--,2026-01-21,FSSC审核岗,应付成本组,审核员05,审核通过,2026-05-17 16:34:40,2026-05-17 16:36:30,2026-05-17 16:44:13,2026-05-17 19:21:30,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000776,付款单,应付付款单（服务费）,人民币,23878.37,,--,2026-01-25,FSSC审核岗,应付成本组,审核员06,审核通过,2026-03-22 09:25:19,2026-03-22 09:26:13,2026-03-22 09:28:45,2026-03-22 11:38:13,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000776,付款单,应付付款单（服务费）,人民币,368678.87,,--,2026-01-25,FSSC审核岗,应付成本组,审核员06,审核通过,2026-03-22 09:25:19,2026-03-22 09:26:13,2026-03-22 09:26:34,2026-03-22 11:51:13,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000776,付款单,应付付款单（服务费）,人民币,257164.89,,--,2026-01-25,FSSC审核岗,应付成本组,审核员06,审核通过,2026-03-22 09:25:19,2026-03-22 09:26:13,2026-03-22 09:35:10,2026-03-22 12:32:13,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A20,示例集团·子公司癸,AP-2026-000777,应付发票,其他专项付款单,人民币,3364172.33,,--,2026-02-01,FSSC审核岗,应付成本组,审核员06,审核驳回,2026-01-06 17:41:14,2026-01-06 17:41:26,2026-01-06 17:44:58,--,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A05,示例集团·戊公司,AP-2026-000778,通用报销单,其他专项付款单,人民币,40401.26,,--,2026-02-16,FSSC审核岗,应付成本组,审核员02,审核通过,2026-01-11 10:19:02,2026-01-11 10:19:06,2026-01-11 10:23:58,2026-01-11 11:37:06,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A18,示例集团·子公司辛,AP-2026-000779,应付发票,应付确认单（物料类）,人民币,24501.8,,--,2026-02-20,FSSC审核岗,应付成本组,审核员01,审核驳回,2026-03-06 11:29:51,2026-03-06 11:29:52,2026-03-06 11:38:28,--,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A18,示例集团·子公司辛,AP-2026-000779,应付发票,应付确认单（物料类）,人民币,112919.86,,--,2026-02-20,FSSC审核岗,应付成本组,审核员01,审核驳回,2026-03-06 11:29:51,2026-03-06 11:29:52,2026-03-06 11:34:22,--,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A18,示例集团·子公司辛,AP-2026-000779,应付发票,应付确认单（物料类）,人民币,109165.8,,--,2026-02-20,FSSC审核岗,应付成本组,审核员01,审核驳回,2026-03-06 11:29:51,2026-03-06 11:29:52,2026-03-06 11:33:39,--,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A10,示例集团·癸公司,AP-2026-000780,付款单,通用报销单（费用报销）,人民币,145932.16,,--,2026-01-18,FSSC审核岗,应付成本组,审核员07,审核通过,2026-01-20 18:34:47,2026-01-20 18:35:44,2026-01-20 18:40:09,2026-01-20 20:56:44,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A10,示例集团·癸公司,AP-2026-000780,付款单,通用报销单（费用报销）,人民币,196022.21,,--,2026-01-18,FSSC审核岗,应付成本组,审核员07,审核通过,2026-01-20 18:34:47,2026-01-20 18:35:44,2026-01-20 18:36:43,2026-01-20 20:45:44,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A09,示例集团·壬公司,AP-2026-000781,应付发票,应付付款单（材料采购）,人民币,143967.53,,--,2026-06-14,FSSC审核岗,应付成本组,审核员05,审核通过,2026-05-05 12:49:30,2026-05-05 12:51:07,2026-05-05 12:50:26,2026-05-05 15:04:07,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A06,示例集团·己公司,AP-2026-000783,应付发票,应付确认单（物料类）,人民币,269694.27,,--,2026-06-10,FSSC审核岗,应付成本组,审核员02,审核通过,2026-01-12 17:24:04,2026-01-12 17:24:44,2026-01-12 17:25:21,2026-01-12 20:30:44,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000784,通用报销单,应付确认单（物料类）,人民币,324878.79,,--,2026-05-20,FSSC审核岗,应付成本组,审核员01,审核通过,2026-01-09 18:14:56,2026-01-09 18:15:24,2026-01-09 18:18:30,2026-01-09 21:01:24,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A09,示例集团·壬公司,AP-2026-000785,付款单,其他专项付款单,人民币,333094.86,,--,2026-01-20,FSSC审核岗,应付成本组,审核员03,审核通过,2026-06-05 17:54:53,2026-06-05 17:56:00,2026-06-05 18:00:44,2026-06-05 21:08:00,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A09,示例集团·壬公司,AP-2026-000785,付款单,其他专项付款单,人民币,2525.33,,--,2026-01-20,FSSC审核岗,应付成本组,审核员03,审核通过,2026-06-05 17:54:53,2026-06-05 17:56:00,2026-06-05 18:02:49,2026-06-05 20:46:00,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A05,示例集团·戊公司,AP-2026-000786,应付发票,其他专项付款单,人民币,82895.27,,--,2026-02-03,FSSC审核岗,应付成本组,审核员05,审核通过,2026-06-07 11:09:56,2026-06-07 11:11:36,2026-06-07 11:18:09,2026-06-07 15:56:36,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A12,示例集团·子公司乙,AP-2026-000787,通用报销单,应付付款单（差旅费）,人民币,16440.54,,--,2026-02-17,FSSC审核岗,应付成本组,审核员06,审核通过,2026-04-12 18:03:06,2026-04-12 18:03:19,2026-04-12 18:05:26,2026-04-12 20:55:19,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A18,示例集团·子公司辛,AP-2026-000788,应付发票,应付付款单（服务费）,人民币,262400.4,,--,2026-01-08,FSSC审核岗,应付成本组,审核员04,审核通过,2026-03-24 10:45:41,2026-03-24 10:47:31,2026-03-24 10:53:04,2026-03-24 13:27:31,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A18,示例集团·子公司辛,AP-2026-000788,应付发票,应付付款单（服务费）,人民币,2452.29,,--,2026-01-08,FSSC审核岗,应付成本组,审核员04,审核通过,2026-03-24 10:45:41,2026-03-24 10:47:31,2026-03-24 10:53:46,2026-03-24 12:07:31,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A06,示例集团·己公司,AP-2026-000789,应付发票,通用报销单（费用报销）,人民币,468323.88,,--,2026-01-27,FSSC审核岗,应付成本组,审核员02,审核通过,2026-03-05 16:19:17,2026-03-05 16:19:47,2026-03-05 16:25:53,2026-03-05 19:04:47,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A06,示例集团·己公司,AP-2026-000789,应付发票,通用报销单（费用报销）,人民币,17843.96,,--,2026-01-27,FSSC审核岗,应付成本组,审核员02,审核通过,2026-03-05 16:19:17,2026-03-05 16:19:47,2026-03-05 16:20:45,2026-03-05 18:53:47,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000790,付款单,应付付款单（服务费）,人民币,12946.63,,--,2026-01-04,FSSC审核岗,应付成本组,审核员02,审核通过,2026-02-07 09:34:51,2026-02-07 09:36:08,2026-02-07 09:44:33,2026-02-07 12:56:08,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000790,付款单,应付付款单（服务费）,人民币,98592.36,,--,2026-01-04,FSSC审核岗,应付成本组,审核员02,审核通过,2026-02-07 09:34:51,2026-02-07 09:36:08,2026-02-07 09:44:28,2026-02-07 12:45:08,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000790,付款单,应付付款单（服务费）,人民币,35504.72,,--,2026-01-04,FSSC审核岗,应付成本组,审核员02,审核通过,2026-02-07 09:34:51,2026-02-07 09:36:08,2026-02-07 09:44:28,2026-02-07 13:37:08,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A06,示例集团·己公司,AP-2026-000791,应付发票,应付确认单（物料类）,人民币,722985.92,,--,2026-02-01,FSSC审核岗,应付成本组,审核员06,审核通过,2026-06-20 12:31:52,2026-06-20 12:32:35,2026-06-20 12:40:24,2026-06-20 15:37:35,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
